create_time,breath_line,heart_line
2025/06/22 19:05:46,0.0278417,-0.0473684
2025/06/22 19:05:47,0.00474977,-0.0080778
2025/06/22 19:05:48,-0.0214677,-0.0589997
2025/06/22 19:05:49,0.00529212,-0.0219017
2025/06/22 19:05:50,0.0129551,0.0154984
2025/06/22 19:05:51,-0.00987789,-0.0232894
2025/06/22 19:05:52,0.00654536,0.0032147
2025/06/22 19:05:53,,
2025/06/22 19:05:54,-0.00450074,-0.000705007
2025/06/22 19:05:55,0.00577933,0.0249789
2025/06/22 19:05:56,-0.0027785,-0.0123987
2025/06/22 19:05:57,-0.00884395,0.0120214
2025/06/22 19:05:58,0.00412768,-0.0232912
2025/06/22 19:05:59,0.00091532,0.0124883
2025/06/22 19:06:00,0.00426348,-0.0133717
2025/06/22 19:06:01,-0.000153774,0.0214871
2025/06/22 19:06:02,-0.0194008,-0.0655831
2025/06/22 19:06:03,0.0198134,-0.00598838
2025/06/22 19:06:04,0.00445486,-0.0285381
2025/06/22 19:06:05,-0.000630207,-0.0183475
2025/06/22 19:06:06,-0.00652864,0.0190049
2025/06/22 19:06:07,-0.000669963,-0.00634753
2025/06/22 19:06:08,-0.0178982,0.0826879
2025/06/22 19:06:09,0.0144491,0.0215603
2025/06/22 19:06:10,0.0178804,-0.08223
2025/06/22 19:06:11,-0.0099076,0.0186305
2025/06/22 19:06:12,0.00519115,0.170512
2025/06/22 19:06:13,-0.0270845,0.0986775
2025/06/22 19:06:14,-0.00430676,-0.0407896
2025/06/22 19:06:15,0.023882,-0.0130487
2025/06/22 19:06:16,0.00350155,0.0532045
2025/06/22 19:06:17,0.00628516,-0.0191811
2025/06/22 19:06:18,-0.00890844,0.0253632
2025/06/22 19:06:19,-0.00844322,-0.117925
2025/06/22 19:06:20,-0.0060651,-0.129317
2025/06/22 19:06:21,0.00432255,-0.0103988
2025/06/22 19:06:22,0.00338537,-0.0419986
2025/06/22 19:06:23,0.0201001,-0.0328748
2025/06/22 19:06:24,-0.00696468,-0.0380882
2025/06/22 19:06:25,-0.00997628,0.0788267
2025/06/22 19:06:26,0.0103342,0.179578
2025/06/22 19:06:27,-0.0132869,0.0269539
2025/06/22 19:06:28,0.00851811,-0.0347453
2025/06/22 19:06:29,-0.00809925,-0.040397
2025/06/22 19:06:30,0.000736237,0.0209958
2025/06/22 19:06:31,0.00234044,-0.0369193
2025/06/22 19:06:32,0.0127681,-0.0916866
2025/06/22 19:06:33,-0.00463225,0.0185497
2025/06/22 19:06:34,0.00140456,-0.0186188
2025/06/22 19:06:35,-0.00701298,0.0062668
2025/06/22 19:06:36,0.00713714,-0.089379
2025/06/22 19:06:37,-0.000269748,0.112515
2025/06/22 19:06:38,-0.0068064,0.00220492
2025/06/22 19:06:39,-0.00803261,-0.082303
2025/06/22 19:06:40,0.00627472,0.0464644
2025/06/22 19:06:41,0.00205388,-0.0662436
2025/06/22 19:06:42,9.99644e-05,0.0271939
2025/06/22 19:06:43,-0.0138879,0.138748
2025/06/22 19:06:44,0.0160137,-0.132952
2025/06/22 19:06:45,-0.0150174,0.0743505
2025/06/22 19:06:46,-0.0127682,0.0979669
2025/06/22 19:06:47,0.0145111,-0.0182455
2025/06/22 19:06:48,0.0100313,-0.110524
2025/06/22 19:06:49,-0.0268586,0.0591379
2025/06/22 19:06:50,0.0144339,0.0627937
2025/06/22 19:06:51,-0.0144481,0.0699508
2025/06/22 19:06:52,-0.0377804,-0.0971393
2025/06/22 19:06:53,0.0236308,-0.0818799
2025/06/22 19:06:54,0.0288706,0.0333109
2025/06/22 19:06:55,0.00196579,-0.00540174
2025/06/22 19:06:56,-0.00103644,-0.00546481
2025/06/22 19:06:57,-0.00758874,0.00147996
2025/06/22 19:06:58,-0.00359094,0.0108144
2025/06/22 19:06:59,-0.00389773,-0.0043082
2025/06/22 19:07:00,-0.00219005,0.00438071
2025/06/22 19:07:01,0.000725817,-0.00814632
2025/06/22 19:07:02,0.00474033,-0.0361157
2025/06/22 19:07:03,-0.00120828,-0.0282131
2025/06/22 19:07:04,0.00115884,0.0126892
2025/06/22 19:07:05,0.00271855,-0.0171373
2025/06/22 19:07:06,0.000549262,0.012715
2025/06/22 19:07:07,1.01458e-05,0.0124311
2025/06/22 19:07:08,0.00213976,-0.320533
2025/06/22 19:07:09,5.60284e-06,-0.0154128
2025/06/22 19:07:10,0.0309825,0.204379
2025/06/22 19:07:11,0.0288573,0.0948224
2025/06/22 19:07:12,-0.00435412,-0.00787159
2025/06/22 19:07:13,-0.0153561,-0.0738
2025/06/22 19:07:14,-0.00346466,0.0295113
2025/06/22 19:07:15,-0.0055229,-0.0344477
2025/06/22 19:07:16,0.00301931,-0.0739561
2025/06/22 19:07:17,-0.00248187,-0.0215354
2025/06/22 19:07:18,0.0552518,-0.263386
2025/06/22 19:07:19,-0.0205851,-0.100854
2025/06/22 19:07:20,-0.0307898,0.0247691
2025/06/22 19:07:21,-0.00640021,0.0234476
2025/06/22 19:07:22,-0.0138569,0.146458
2025/06/22 19:07:23,0.0152484,-0.0874921
2025/06/22 19:07:24,0.000474259,0.0592532
2025/06/22 19:07:25,0.00652341,-0.0127434
2025/06/22 19:07:26,-0.000389444,0.0722978
2025/06/22 19:07:27,-0.00142913,-0.0356945
2025/06/22 19:07:28,-0.0254031,0.0877644
2025/06/22 19:07:29,0.00846808,0.00638401
2025/06/22 19:07:30,0.0140476,-0.00409322
2025/06/22 19:07:31,0.00650723,-0.0544289
2025/06/22 19:07:32,-0.00576933,-0.0362157
2025/06/22 19:07:33,-0.00302807,0.0117399
2025/06/22 19:07:34,7.58804e-05,-0.0181061
2025/06/22 19:07:35,0.00571153,0.00273061
2025/06/22 19:07:36,0.00129227,-0.0583839
2025/06/22 19:07:37,0.00416018,-0.0392093
